x,y
3.745401188473625,16.590195387585673
9.50714306409916,139.33880111060415
7.319939418114051,77.83861140875598
5.986584841970366,42.7827651865642
1.5601864044243652,3.4084155474668965
1.5599452033620265,5.138469772709495
0.5808361216819946,9.204242726315737
8.661761457749352,112.18860515833664
6.011150117432088,46.786620072767604
7.080725777960454,70.36445506479149
0.20584494295802447,8.801725919398885
9.699098521619943,147.63578498505967
8.324426408004218,102.3807373932338
2.1233911067827616,6.940426350154502
1.8182496720710062,4.812048027661733
1.8340450985343382,7.463152325842637
3.0424224295953772,8.194397050601136
5.247564316322379,34.853054486474704
4.319450186421157,21.541724434445282
2.9122914019804194,5.010880565799702
6.118528947223795,52.168509051105794
1.3949386065204183,4.700180215859829
2.9214464853521815,9.477807076719705
3.663618432936917,14.822346479500276
4.56069984217036,21.55035466374245
7.851759613930136,89.7795240319419
1.9967378215835974,3.962091198786524
5.142344384136116,31.76885780176707
5.924145688620425,47.08641870189978
0.46450412719997725,6.3211601028153535
6.075448519014383,56.10346452294779
1.7052412368729153,4.81322260599468
0.6505159298527952,5.36641347288881
9.488855372533333,139.40913795174424
9.656320330745594,139.4511293603163
8.08397348116461,97.20184545617464
3.0461376917337066,10.507911845156054
0.9767211400638387,11.414089008031874
6.842330265121569,65.84623269404598
4.4015249373960135,24.643860889058733
1.2203823484477883,3.7726191014512063
4.951769101112702,27.775154843046884
0.34388521115218396,8.945556464682507
9.093204020787821,129.1624977214648
2.587799816000169,9.827512536509314
6.62522284353982,58.9328788710404
3.1171107608941098,15.055588119701461
5.200680211778108,30.885195083093397
5.4671027934327965,41.2034832221582
1.8485445552552704,11.162878046681396
9.695846277645586,143.56802971584756
7.7513282336111455,86.71064441349051
9.394989415641891,136.8556592570998
8.948273504276488,120.89140293094216
5.978999788110851,43.94988769870655
9.218742350231167,131.08239821315357
0.884925020519195,0.9546483401075054
1.959828624191452,6.303490643348605
0.45227288910538066,2.3894643842111436
3.2533033076326436,16.5512514997964
3.8867728968948203,15.430382742589497
2.713490317738959,7.192423271614332
8.287375091519294,105.36484800958141
3.567533266935893,10.924327937407242
2.8093450968738076,9.420494066101158
5.426960831582485,42.69043183999577
1.4092422497476265,-0.8967335154743115
8.021969807540398,96.14805172407438
0.7455064367977082,5.16367589337036
9.868869366005173,154.79028691185675
7.722447692966574,83.9493061437424
1.987156815341724,1.0004305015566772
0.05522117123602399,8.29581759617593
8.154614284548341,100.11335085647755
7.068573438476172,72.33807226891848
7.2900716804098735,77.87927643746964
7.712703466859457,85.36799803637902
0.7404465173409036,5.091050594863039
3.5846572854427263,15.655466700837643
1.1586905952512971,1.7486205607120215
8.631034258755935,118.43165699129183
6.232981268275579,54.95670340270596
3.308980248526492,8.77988883603648
0.6355835028602363,6.599676089816484
3.109823217156622,7.868839787467652
3.2518332202674705,14.25092629476022
7.29606178338064,80.460512913934
6.3755747135521315,53.9559853333549
8.872127425763265,122.95878137687805
4.722149251619493,29.224983631853114
1.195942459383017,6.347024915378583
7.13244787222995,78.77176488696718
7.607850486168974,83.98336126094952
5.612771975694963,39.68135013074619
7.70967179954561,84.66117622681308
4.937955963643907,28.62960752465701
5.227328293819941,35.28197558539897
4.275410183585496,23.204669482335582
0.2541912674409519,6.688342461671772
1.0789142699330445,6.415090401173158
7.948113035416484,22.245211526150527
5.026370931051921,-21.92276375591442
5.769038846263591,-47.56840335685462
4.925176938188639,14.547229590716782
1.952429877980445,-32.28893205929511
